group_kind,group_id,row_label,gene,scores,log2fc,pvals,fdr,pct_in,pct_bg,delta_pct
small_cluster,21,cluster_21,Ifi47,5.6451344,3.1923487,1.650523692580312e-08,3.125893658430681e-07,0.3181818181818182,0.052584269662921346,0.26559754851889683
small_cluster,21,cluster_21,Lpcat4,5.6369824,2.8819153,1.7305572111079003e-08,3.2736872917394086e-07,0.45454545454545453,0.10247191011235955,0.35207354443309496
small_cluster,21,cluster_21,Ttc8,5.632858,2.7858846,1.772476064659268e-08,3.3491221124973104e-07,0.36363636363636365,0.06531835205992509,0.29831801157643856
small_cluster,21,cluster_21,Nupr1l,5.6269283,2.952485,1.8344676275386752e-08,3.462267383114132e-07,0.3181818181818182,0.05198501872659176,0.2661967994552264
small_cluster,21,cluster_21,Dusp18,5.6179132,2.9898999,1.9327749046467138e-08,3.6394306786579507e-07,0.36363636363636365,0.06741573033707865,0.296220633299285
small_cluster,21,cluster_21,Vdac3,5.6137524,2.0883393,1.9798562227995445e-08,3.72380985207974e-07,0.9090909090909091,0.4732584269662921,0.43583248212461695
small_cluster,21,cluster_21,Bbip1,5.5951705,2.4042947,2.2040493007939153e-08,4.1218486410856336e-07,0.5909090909090909,0.15685393258426966,0.4340551583248213
small_cluster,21,cluster_21,Wdr35,5.587543,2.5310545,2.3030476657114262e-08,4.302082547304454e-07,0.3181818181818182,0.050187265917602995,0.2679945522642152
small_cluster,21,cluster_21,Slc9a3r1,5.5817847,2.531983,2.38062642849316e-08,4.431856305756676e-07,0.8181818181818182,0.4584269662921348,0.3597548518896834
small_cluster,21,cluster_21,Strbp,5.556055,2.6277566,2.7593996418938596e-08,5.125358270294585e-07,0.4090909090909091,0.08224719101123595,0.32684371807967316
small_cluster,21,cluster_21,Med25,5.5246634,2.5327554,3.3011785151667965e-08,6.117811166920975e-07,0.5909090909090909,0.16164794007490638,0.4292611508341846
small_cluster,21,cluster_21,Gtf2b,5.50621,2.3336594,3.666415142894988e-08,6.779354538739651e-07,0.7727272727272727,0.36089887640449436,0.41182839632277835
small_cluster,21,cluster_21,Ogg1,5.4884176,2.76407,4.055499165126273e-08,7.448403337876372e-07,0.4090909090909091,0.08569288389513109,0.32339802519577804
small_cluster,21,cluster_21,Snrnp25,5.488605,2.6562552,4.0512011678921245e-08,7.448403337876372e-07,0.45454545454545453,0.10591760299625468,0.34862785154919984
small_cluster,21,cluster_21,Ddx20,5.474207,2.999118,4.3947489465342825e-08,8.025755063917124e-07,0.2727272727272727,0.040749063670411985,0.23197820905686073
